Temperature,Humidity,"PM2,5",PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
26.20,75.10,11.10,16.50,30.90,8.70,1.44,5.80,576.00,1
21.60,63.30,0.30,5.60,20.20,5.10,1.09,10.50,589.00,0
34.00,50.80,1.30,14.10,20.60,13.40,1.40,5.00,485.00,1
23.00,52.40,2.80,7.10,26.60,3.20,1.08,10.20,324.00,0
20.90,59.20,3.00,9.50,20.50,4.10,0.96,10.70,590.00,0
26.90,45.30,13.90,18.60,21.40,6.70,0.76,16.10,369.00,0
17.80,59.70,2.20,9.90,16.40,5.10,0.87,10.10,583.00,0
44.30,122.30,55.20,65.90,49.30,26.40,2.31,2.90,878.00,3
36.70,84.10,44.90,61.90,31.10,13.40,2.24,7.30,440.00,2
23.70,60.10,12.30,21.50,16.90,4.00,0.99,14.00,253.00,0
28.90,72.00,48.20,58.40,29.30,9.20,1.56,9.50,422.00,1
33.90,53.40,18.50,24.70,26.00,9.80,1.96,6.30,605.00,1
33.70,83.70,12.70,18.90,36.00,15.00,2.56,4.60,679.00,2
29.40,91.60,30.70,43.70,31.10,5.40,1.67,7.60,565.00,1
37.10,97.70,11.70,27.30,31.40,17.80,1.87,9.60,675.00,2
24.60,60.50,7.70,17.20,27.00,15.10,1.62,11.00,599.00,1
36.30,106.30,62.30,75.60,27.10,19.50,2.08,5.00,682.00,2
29.80,44.60,4.00,11.00,19.50,3.30,1.02,13.10,461.00,0
26.80,50.20,18.30,25.50,28.90,0.90,0.96,13.70,303.00,0
36.10,77.30,40.80,50.40,23.10,13.10,2.04,5.20,615.00,2
29.40,52.20,13.30,18.60,21.10,3.50,1.02,10.30,413.00,0
32.90,47.70,4.40,14.70,32.10,12.80,1.49,6.10,469.00,1
26.60,68.50,0.10,15.20,20.20,14.20,1.52,5.80,410.00,1
34.70,86.90,8.10,41.30,34.50,35.70,3.35,2.70,673.00,3
21.70,49.20,2.20,4.60,24.40,5.60,1.02,12.60,559.00,0
31.10,62.80,0.90,8.40,17.10,6.30,1.16,15.80,321.00,0
28.80,83.00,3.70,15.80,15.00,8.60,1.82,6.40,471.00,1
28.70,73.50,14.50,28.50,23.10,9.00,1.65,6.30,530.00,1
28.90,82.10,25.10,47.50,34.40,22.30,1.80,5.20,675.00,2
27.50,75.00,1.50,6.60,17.30,3.90,1.26,18.80,449.00,0
25.20,60.10,1.10,2.40,14.70,6.10,1.04,12.20,384.00,0
30.60,94.90,10.50,34.90,26.50,12.10,2.44,6.00,444.00,2
38.60,50.60,13.60,18.50,24.50,8.50,1.66,7.60,489.00,1
36.20,80.70,35.70,55.60,39.20,13.20,2.13,8.70,829.00,2
28.40,67.90,7.50,13.00,14.20,5.70,1.00,12.70,247.00,0
36.50,81.00,9.80,22.20,31.50,6.80,1.63,6.50,322.00,1
28.30,76.40,23.20,25.70,21.50,10.90,2.08,6.40,501.00,1
22.70,56.40,1.90,6.70,12.60,3.60,1.05,11.00,472.00,0
44.60,79.90,9.80,25.30,28.70,29.20,1.74,4.10,756.00,2
43.90,89.50,4.50,31.00,36.70,17.20,1.89,3.30,639.00,3
28.20,54.00,0.30,12.70,28.40,0.80,1.49,8.80,522.00,1
22.30,70.10,2.60,10.40,26.80,2.90,1.20,10.10,388.00,0
24.30,59.40,2.90,9.10,12.20,1.80,1.07,10.10,411.00,0
26.80,55.70,0.30,6.20,17.30,5.60,0.94,11.40,425.00,0
27.40,62.40,2.80,9.20,23.00,3.20,1.14,10.20,243.00,0
21.90,68.50,20.00,22.20,11.80,5.30,1.02,11.70,582.00,0
22.50,73.50,11.80,16.20,18.70,3.80,1.12,15.40,444.00,0
30.80,76.80,3.70,15.90,30.80,12.00,1.78,7.80,501.00,1
40.20,107.40,25.00,52.10,46.60,15.20,2.29,3.60,627.00,3
29.50,69.10,30.20,35.40,43.30,15.50,1.62,7.00,711.00,2
22.30,53.50,2.10,7.70,16.10,3.80,1.10,10.00,263.00,0
29.80,56.50,15.60,32.50,20.40,15.50,1.69,6.90,537.00,1
28.10,81.50,0.40,11.70,27.20,10.00,1.70,5.10,530.00,1
26.20,77.40,38.20,52.30,25.10,14.90,1.63,5.40,435.00,2
22.80,81.20,13.00,18.90,18.50,6.80,1.04,15.00,215.00,0
29.00,85.70,28.20,39.80,25.40,4.50,1.62,5.10,699.00,1
22.90,72.10,12.50,18.30,32.90,7.70,1.74,5.70,706.00,1
24.50,74.00,11.40,13.80,19.80,4.50,0.93,13.00,381.00,0
24.70,70.30,3.60,11.70,17.60,5.10,0.91,12.50,494.00,0
40.00,85.60,36.20,74.50,45.70,20.90,2.92,4.90,512.00,3
24.20,80.60,21.40,29.90,24.50,9.90,1.82,5.90,334.00,1
20.00,51.30,2.10,2.50,14.20,7.10,0.84,10.10,227.00,0
25.50,77.80,2.10,6.10,16.90,5.40,0.80,10.30,534.00,0
32.30,66.50,29.10,41.90,34.60,9.20,1.83,5.80,426.00,2
22.00,58.70,1.20,14.20,23.80,3.50,1.05,12.50,390.00,0
35.60,95.80,41.40,62.50,27.70,14.80,2.20,5.80,423.00,2
42.00,91.80,28.00,37.40,44.90,16.30,1.85,3.40,682.00,2
43.20,84.20,29.30,31.00,46.20,31.10,2.72,3.50,934.00,3
28.60,52.40,15.40,18.00,19.90,5.80,0.95,12.60,506.00,0
27.30,76.40,11.80,20.40,12.90,6.90,1.04,12.70,468.00,0
30.80,72.70,27.20,36.70,32.20,15.00,1.56,9.70,376.00,1
22.10,53.10,6.90,9.80,15.60,5.40,0.86,11.40,385.00,0
32.10,66.60,50.30,60.50,35.20,11.20,1.67,7.50,468.00,1
37.90,99.50,3.10,18.70,29.20,14.00,2.30,8.20,448.00,2
30.40,57.20,46.10,56.40,20.20,11.70,1.80,8.80,516.00,1
40.60,80.70,1.10,14.60,41.70,21.30,1.92,4.50,469.00,2
22.40,50.10,4.60,12.10,21.20,4.60,0.94,10.30,533.00,0
26.70,74.20,38.50,62.50,40.20,12.40,2.01,4.20,802.00,2
27.70,56.40,31.40,36.70,13.60,5.60,1.02,12.60,335.00,0
22.80,55.80,0.40,6.40,26.40,3.70,0.97,17.00,226.00,0
21.60,43.70,6.00,8.50,26.70,4.20,1.07,12.20,275.00,0
24.80,73.10,6.50,9.80,17.50,10.00,1.02,12.50,287.00,0
35.70,53.10,43.40,52.70,26.40,6.10,1.51,6.90,659.00,1
31.00,108.90,2.30,24.70,31.20,11.00,1.72,3.00,704.00,3
29.80,60.90,8.50,14.60,16.70,2.50,1.06,13.10,217.00,0
27.00,42.70,1.50,8.20,16.20,6.20,0.93,10.00,328.00,0
34.20,92.30,1.70,26.20,37.30,12.50,1.85,3.60,501.00,2
28.00,48.60,6.10,11.10,19.90,2.80,1.00,10.80,390.00,0
25.70,88.90,16.70,27.00,28.60,5.10,1.79,11.80,439.00,1
43.70,86.80,2.10,16.50,38.70,15.30,1.92,8.30,351.00,2
27.80,82.10,12.30,27.80,28.00,18.60,1.69,13.40,676.00,1
34.40,85.00,39.80,43.40,22.90,7.60,2.30,4.30,630.00,2
26.30,71.60,11.60,19.80,16.70,5.30,1.05,10.70,504.00,0
28.80,72.70,49.80,74.80,41.00,15.60,2.00,5.20,482.00,2
30.40,46.70,21.40,25.40,17.30,7.80,0.91,11.70,365.00,0
24.50,64.40,0.60,6.40,10.20,3.80,1.14,13.30,254.00,0
32.20,65.20,28.80,37.00,26.60,10.40,1.72,7.00,538.00,1
36.50,81.10,14.20,34.50,37.10,11.80,1.91,4.30,610.00,2
28.60,50.60,43.70,48.80,15.70,7.20,1.14,11.80,531.00,0
42.60,111.30,51.40,77.10,23.00,11.40,2.41,6.30,832.00,3
26.00,57.90,44.70,58.20,31.40,4.30,1.25,7.80,488.00,1
26.30,74.90,20.10,27.40,25.40,3.80,1.62,5.30,358.00,1
28.10,66.30,51.20,69.90,23.90,13.70,1.61,5.00,653.00,1
43.00,114.30,42.40,61.60,30.40,11.70,2.51,3.50,567.00,3
34.20,89.70,14.50,28.20,22.10,7.20,1.69,3.50,606.00,2
25.50,70.10,5.30,5.60,25.80,7.80,0.96,16.60,502.00,0
23.70,57.80,31.70,35.00,11.70,2.30,1.07,13.20,453.00,0
26.60,74.10,3.20,9.80,17.30,4.50,1.10,10.00,362.00,0
31.50,71.20,8.10,16.10,17.10,8.30,1.47,9.00,615.00,1
23.60,62.00,11.00,14.70,16.90,5.50,1.18,10.90,196.00,0
22.30,65.40,4.80,6.20,24.60,5.70,1.11,17.60,395.00,0
33.80,64.80,50.50,70.60,27.20,12.00,1.87,5.90,781.00,2
26.40,45.90,0.50,5.40,15.70,3.70,1.06,13.30,478.00,0
38.30,83.20,58.80,79.50,32.70,14.00,1.55,4.60,709.00,2
30.70,99.10,57.40,74.70,40.70,17.90,2.85,3.10,761.00,3
28.20,68.00,71.60,94.60,35.20,21.20,2.25,6.20,698.00,2
29.40,63.90,9.30,12.20,19.10,6.70,0.95,11.00,315.00,0
46.80,80.70,17.20,36.30,46.60,26.40,2.66,2.50,740.00,3
32.40,70.40,75.20,91.50,44.80,25.70,2.06,13.70,771.00,3
39.10,88.50,27.60,38.00,28.20,7.10,1.85,5.60,659.00,2
28.10,53.10,0.00,4.40,14.10,3.70,1.11,12.80,334.00,0
38.00,75.20,7.00,32.70,40.70,15.60,2.57,3.20,786.00,3
25.90,62.50,2.30,15.80,22.50,9.20,1.31,6.80,430.00,1
25.30,40.10,0.60,4.50,23.80,6.50,1.09,12.30,444.00,0
30.10,77.90,2.70,4.70,11.40,3.40,0.96,11.50,235.00,0
23.60,43.10,2.50,8.10,17.10,5.90,1.01,11.80,205.00,0
25.40,53.20,9.60,12.30,20.40,1.50,1.14,10.30,493.00,0
21.70,57.90,14.70,20.70,13.60,5.30,0.92,10.30,338.00,0
35.00,53.10,33.50,41.70,25.00,11.00,1.85,6.30,573.00,1
33.00,53.60,34.80,48.40,27.30,14.50,1.67,5.40,566.00,1
49.80,79.30,40.00,59.00,19.90,19.00,2.41,4.10,829.00,3
27.00,50.80,2.10,5.50,12.40,1.10,1.01,10.20,612.00,0
25.70,54.30,39.20,47.70,22.90,5.00,1.05,12.60,430.00,0
33.40,86.70,37.80,46.60,19.00,14.80,1.36,5.40,415.00,1
39.60,74.90,1.10,22.80,29.00,21.50,1.69,4.60,587.00,2
39.20,87.80,31.40,53.80,30.30,31.80,2.69,3.70,565.00,3
33.00,84.10,1.60,23.80,31.40,-3.40,2.10,4.30,493.00,2
23.80,40.20,8.80,12.30,27.90,6.90,1.00,11.10,317.00,0
36.20,84.00,4.20,16.30,26.70,5.70,1.75,14.60,640.00,1
35.70,79.10,38.00,55.50,25.60,17.00,2.75,2.80,821.00,3
25.30,62.80,3.30,12.60,19.70,5.40,0.95,13.10,305.00,0
23.40,68.90,14.20,18.20,18.40,6.70,0.93,10.70,265.00,0
32.10,62.60,47.90,59.10,30.00,7.90,1.48,7.10,414.00,1
22.90,45.90,4.40,9.30,12.60,5.90,1.01,10.10,223.00,0
38.10,73.20,37.70,85.40,33.00,20.40,2.49,5.70,727.00,3
23.80,70.20,7.00,8.20,25.30,8.60,1.07,10.40,267.00,0
35.90,81.30,8.70,29.60,48.10,36.20,2.68,6.50,583.00,3
29.20,40.90,15.40,20.00,27.10,2.90,1.04,11.10,438.00,0
41.60,81.70,0.90,21.90,59.30,10.50,2.07,2.90,633.00,3
37.70,76.30,15.40,15.20,22.00,13.00,1.02,6.20,386.00,1
28.50,45.90,1.50,5.90,23.70,3.20,0.89,12.80,483.00,0
19.10,54.70,9.40,15.50,16.90,4.70,0.92,10.30,531.00,0
33.00,101.70,26.90,27.10,39.60,14.30,2.87,10.10,908.00,3
23.60,80.80,2.60,8.30,22.90,4.30,0.97,10.50,509.00,0
28.80,72.90,11.00,13.40,25.70,11.00,1.29,6.50,364.00,1
37.10,105.90,2.50,17.20,28.30,14.50,1.63,5.50,501.00,2
22.20,79.30,39.80,49.80,22.40,5.60,1.49,5.50,351.00,1
28.90,52.90,59.10,77.80,41.60,18.40,2.05,8.80,601.00,2
30.00,59.70,59.30,68.80,22.10,7.40,1.39,5.10,412.00,1
28.90,87.50,13.40,37.10,34.30,8.90,1.90,8.00,612.00,2
37.70,66.90,53.60,69.50,40.30,23.40,1.39,4.30,458.00,2
37.60,81.00,11.80,29.50,39.50,22.30,2.32,3.80,616.00,2
29.70,70.40,6.00,8.60,17.40,3.20,1.42,8.50,586.00,1
32.50,64.60,5.50,13.30,29.70,11.60,1.74,5.50,485.00,1
36.20,56.80,27.10,35.30,30.80,8.10,1.47,5.70,388.00,1
26.70,65.00,1.30,8.70,22.50,4.40,1.05,10.50,208.00,0
18.50,60.00,20.80,22.70,24.00,6.70,0.89,11.80,541.00,0
36.60,59.50,12.90,20.40,33.30,9.10,1.41,5.70,588.00,1
36.90,63.10,25.60,34.40,22.90,10.90,1.31,5.30,646.00,1
34.50,77.70,6.20,7.10,25.60,8.90,1.71,8.10,500.00,1
28.90,91.10,12.30,22.60,29.50,6.30,1.21,6.30,351.00,1
33.60,63.70,4.70,13.00,24.80,2.70,1.46,6.50,368.00,1
27.90,104.70,7.30,17.60,28.40,17.30,2.43,5.00,505.00,2
21.50,51.70,5.20,11.10,22.50,3.90,0.87,11.70,497.00,0
30.90,98.00,78.80,93.20,27.20,10.70,1.73,5.60,472.00,2
23.80,72.40,2.90,9.60,23.00,3.50,0.95,10.90,384.00,0
33.50,77.40,14.60,23.40,29.40,7.50,1.59,6.10,480.00,1
24.20,69.80,4.90,9.50,18.50,3.30,1.03,16.00,423.00,0
31.30,68.90,31.40,32.50,32.70,6.60,1.65,8.00,489.00,1
28.20,86.10,47.10,62.30,36.70,11.30,1.81,7.50,551.00,2
32.50,56.90,2.40,25.10,23.20,13.40,1.61,5.30,451.00,1
18.40,75.10,10.70,15.30,17.40,5.80,1.03,12.50,553.00,0
26.70,71.40,9.40,22.30,31.40,10.30,1.55,7.70,688.00,1
30.00,86.00,8.30,20.40,21.40,10.20,1.59,7.20,733.00,1
34.90,95.70,44.10,70.50,39.60,30.40,2.09,5.80,745.00,3
30.70,61.20,2.60,15.90,20.50,4.20,1.77,5.30,449.00,1
30.60,44.20,12.00,16.40,14.70,2.90,0.99,12.10,569.00,0
39.30,76.00,38.40,49.60,23.50,26.80,2.06,3.40,452.00,2
25.40,59.30,5.60,8.40,11.90,4.30,0.90,10.40,465.00,0
33.30,80.00,33.80,48.20,38.30,3.70,1.61,5.10,507.00,2
25.50,85.40,13.30,26.00,35.70,9.60,1.54,6.60,662.00,1
32.60,79.80,33.10,45.20,32.10,5.20,2.61,4.20,731.00,2
29.90,56.30,13.90,16.10,13.00,3.30,0.99,10.20,519.00,0
32.20,61.50,7.10,18.60,16.10,14.50,1.52,7.30,539.00,1
30.40,57.70,12.20,28.70,37.20,25.00,1.95,3.90,749.00,2
26.60,70.90,5.90,18.20,26.90,11.70,1.50,5.30,573.00,1
25.20,71.00,10.80,14.90,14.60,5.80,1.05,12.60,479.00,0
25.60,66.00,0.80,6.70,16.00,7.00,0.84,11.70,431.00,0
37.80,70.30,16.70,29.90,35.90,22.10,2.16,4.10,529.00,2
23.60,50.50,19.60,25.40,21.60,5.00,0.96,10.50,294.00,0
28.20,59.20,12.70,21.20,21.70,10.20,1.30,5.20,565.00,1
44.20,63.50,120.80,137.50,38.70,22.60,1.41,3.40,707.00,2
30.10,54.10,16.80,24.60,16.80,8.20,1.02,11.10,201.00,0
26.40,78.10,1.80,9.90,27.00,6.60,1.06,14.60,552.00,0
26.90,51.60,6.90,7.40,24.60,5.10,1.06,13.10,534.00,0
32.80,62.40,24.00,42.70,32.90,25.00,2.29,6.20,415.00,2
22.90,64.50,2.30,8.80,11.30,7.20,1.13,11.20,361.00,0
30.40,56.50,5.90,14.50,23.70,6.40,1.24,6.70,410.00,1
23.10,63.00,9.90,17.80,25.00,5.40,1.03,10.20,403.00,0
28.20,78.90,0.10,6.90,26.00,10.40,1.55,6.50,679.00,1
26.70,60.00,7.10,11.00,20.20,5.90,1.01,10.80,349.00,0
33.40,85.50,55.90,60.90,36.00,10.20,1.64,3.70,698.00,2
22.50,67.10,2.90,9.50,16.50,8.50,1.17,12.60,226.00,0
37.90,89.70,3.10,18.30,36.70,4.70,2.72,2.60,592.00,3
25.10,66.60,38.50,43.40,18.50,4.30,0.92,12.00,326.00,0
31.60,84.60,102.40,137.10,49.30,15.60,2.11,3.80,777.00,3
18.50,54.00,5.20,7.70,22.70,3.90,0.86,14.10,415.00,0
22.70,44.00,13.00,16.10,16.10,3.40,0.95,12.90,330.00,0
30.80,60.30,36.60,44.70,25.30,12.10,1.84,5.10,386.00,1
29.30,67.00,53.80,67.00,18.10,13.30,1.30,9.10,336.00,1
36.10,61.60,1.10,10.70,21.50,8.50,1.76,7.00,567.00,1
34.80,61.80,6.80,15.50,23.50,9.60,1.47,6.00,404.00,1
40.60,77.30,18.70,37.50,36.10,28.70,2.23,6.90,555.00,3
23.60,55.50,2.70,7.80,20.80,5.60,1.04,10.60,481.00,0
27.60,89.10,23.70,36.40,35.40,17.20,1.79,4.20,817.00,2
19.00,55.40,9.40,14.50,24.30,4.50,1.03,10.60,478.00,0
29.60,53.80,10.80,18.50,25.50,4.80,1.53,5.80,436.00,1
34.20,62.70,40.00,50.30,23.80,9.30,1.50,5.10,416.00,1
39.60,94.60,10.40,33.30,28.40,17.30,2.11,3.80,533.00,2
30.90,74.60,24.00,28.90,23.60,7.70,1.01,10.70,217.00,0
31.40,78.30,8.20,14.10,23.50,5.60,0.87,11.20,225.00,0
39.20,108.00,73.50,88.50,34.00,15.80,1.96,6.20,734.00,3
33.60,88.90,23.30,40.60,31.10,13.50,2.29,7.30,405.00,2
22.40,54.50,0.00,4.60,20.60,7.50,0.74,11.40,326.00,0
30.20,77.90,28.80,37.80,31.50,6.90,1.50,9.10,356.00,1
20.70,48.70,5.90,11.10,14.70,6.90,0.89,11.70,581.00,0
27.00,45.30,1.80,14.10,34.10,11.40,1.64,6.50,615.00,1
33.70,67.90,1.40,13.40,26.20,16.40,1.84,4.90,742.00,2
26.00,81.80,8.40,20.40,28.80,5.60,1.49,5.50,596.00,1
30.00,58.90,10.50,25.90,33.60,12.60,1.28,7.20,347.00,1
29.70,93.50,2.90,21.90,30.50,10.00,1.79,3.70,816.00,2
37.70,93.30,115.90,145.30,33.20,16.20,2.00,8.20,374.00,2
44.90,82.70,33.80,51.40,32.10,14.70,2.49,3.80,514.00,3
31.20,72.80,2.20,11.30,25.60,12.60,1.88,3.90,432.00,2
25.10,70.90,16.80,33.00,37.10,9.10,1.05,6.30,569.00,1
30.80,53.50,9.20,15.40,27.50,7.90,1.04,10.80,220.00,0
27.30,71.00,8.30,11.90,13.50,11.10,1.13,12.00,390.00,0
34.30,70.10,0.50,19.90,32.10,14.80,2.04,5.00,551.00,2
26.80,63.30,1.70,5.30,17.30,2.00,0.92,11.30,481.00,0
51.40,108.70,2.10,20.60,27.10,11.80,2.03,2.60,744.00,3
37.90,84.70,8.40,38.00,48.70,3.40,2.05,3.80,729.00,3
22.00,51.10,26.00,27.30,23.00,8.20,1.03,14.40,384.00,0
25.50,66.70,45.10,51.20,18.80,3.70,0.92,10.40,574.00,0
31.70,95.30,42.10,64.90,30.40,13.00,2.14,4.30,595.00,2
24.30,42.30,2.30,9.70,26.40,5.60,1.10,10.10,558.00,0
21.60,53.10,45.70,49.90,16.50,6.50,0.88,10.70,348.00,0
41.40,55.00,14.80,28.80,27.70,16.40,1.32,5.00,297.00,1
32.30,46.70,20.80,34.70,30.40,11.40,1.33,5.30,677.00,1
30.20,77.40,9.50,26.40,20.90,10.80,2.29,3.70,648.00,2
28.90,73.10,5.60,10.30,17.00,5.60,1.02,10.80,303.00,0
32.00,81.60,3.10,11.00,28.00,11.00,1.31,6.10,531.00,1
35.00,85.20,47.40,62.50,24.00,8.80,1.87,9.20,641.00,1
39.30,77.80,60.60,78.30,23.80,10.90,2.74,6.20,665.00,2
35.20,57.60,46.50,59.00,22.30,4.70,1.37,5.30,650.00,1
20.20,65.40,6.20,13.10,26.10,8.50,0.94,11.00,338.00,0
29.00,44.60,21.20,28.00,19.60,3.30,1.20,11.10,545.00,0
23.50,61.40,10.90,17.50,14.30,4.40,0.87,14.30,443.00,0
26.70,56.60,6.80,23.60,28.60,13.80,1.67,6.20,546.00,2
37.30,49.50,13.10,28.50,31.00,14.00,1.52,6.40,300.00,1
31.10,78.20,42.50,55.70,30.50,10.40,1.49,11.50,628.00,1
15.50,64.80,19.60,23.40,25.50,4.60,0.91,11.10,230.00,0
26.80,71.20,9.50,22.80,20.40,14.00,1.54,6.20,367.00,1
42.10,87.10,168.60,188.20,30.90,14.80,2.94,3.20,759.00,3
26.80,55.20,3.60,8.00,20.70,5.60,0.76,12.20,575.00,0
22.90,68.20,1.60,7.30,22.80,3.30,1.06,12.70,356.00,0
35.40,78.80,14.30,23.80,26.80,14.00,1.30,7.30,346.00,1
21.70,53.70,9.60,17.20,26.10,5.80,0.97,10.20,536.00,0
20.50,80.30,12.60,25.90,33.00,11.40,1.44,6.10,433.00,1
45.10,102.90,16.40,49.10,38.40,18.70,2.06,4.80,638.00,3
25.00,81.80,20.20,28.70,17.50,2.30,1.06,10.60,386.00,0
34.60,68.40,56.80,72.90,32.90,7.80,1.51,6.00,702.00,2
32.20,70.90,37.90,56.70,37.80,16.20,1.54,4.80,388.00,2
22.10,46.70,0.80,6.30,26.00,3.10,0.98,10.00,469.00,0
30.40,77.00,10.00,14.80,15.50,3.10,0.90,10.10,386.00,0
24.50,65.30,29.40,38.10,33.40,2.00,1.23,6.00,616.00,1
26.50,69.00,9.70,19.60,18.30,4.70,0.95,15.60,262.00,0
24.10,60.70,12.60,17.70,22.80,5.30,1.02,12.70,403.00,0
26.00,54.40,2.30,10.60,21.10,4.60,1.09,10.90,344.00,0
25.80,64.70,3.30,8.40,26.60,4.30,0.98,10.20,226.00,0
31.30,102.20,15.40,33.60,29.60,21.00,1.88,4.10,466.00,2
36.20,58.40,2.00,14.70,22.90,5.90,1.17,5.50,533.00,1
23.20,60.90,3.70,4.00,14.50,4.20,1.02,13.90,381.00,0
26.50,64.60,36.90,37.90,20.80,5.00,0.98,13.00,359.00,0
25.50,57.80,1.40,7.70,33.00,9.50,1.96,6.90,481.00,1
32.40,66.10,9.10,16.00,13.90,4.60,1.02,11.40,283.00,0
21.50,45.80,8.20,11.20,23.20,2.40,1.12,10.40,585.00,0
39.20,68.00,4.00,18.40,30.20,16.80,1.77,3.80,763.00,2
30.70,85.30,26.10,34.10,24.60,9.80,1.59,5.60,602.00,1
32.20,57.00,22.80,34.40,25.70,5.80,1.50,7.00,509.00,1
24.90,56.10,20.90,28.40,24.90,10.30,1.30,9.50,542.00,1
37.00,86.30,81.30,110.80,41.30,16.20,2.97,2.50,841.00,3
39.10,66.50,70.30,94.60,33.50,29.70,2.27,2.60,756.00,3
29.00,74.00,2.20,15.00,22.30,10.50,1.72,10.20,703.00,1
35.70,50.30,1.20,13.70,20.80,5.90,1.63,6.20,463.00,1
28.60,45.60,56.80,64.80,30.20,7.00,1.42,7.60,681.00,1
28.90,44.20,5.60,10.90,19.70,4.50,1.03,18.00,333.00,0
24.70,72.40,6.10,15.20,24.90,3.10,0.94,13.70,221.00,0
43.30,95.10,20.30,53.00,37.90,21.00,2.08,6.30,581.00,3
23.60,76.60,0.50,16.30,28.20,11.90,1.55,6.20,514.00,1
31.60,95.20,157.50,180.00,38.80,28.70,2.00,3.60,571.00,2
25.10,68.40,5.40,11.90,15.00,1.20,1.03,13.70,203.00,0
36.00,70.20,12.50,41.90,30.70,16.00,1.79,4.60,624.00,2
29.30,70.60,44.10,60.30,27.40,8.60,1.09,5.50,365.00,1
24.70,70.30,3.20,11.10,23.10,6.60,0.88,10.30,593.00,0
23.00,51.20,17.30,22.30,13.60,2.50,0.84,13.20,444.00,0
32.00,68.10,5.30,10.90,24.90,6.70,0.87,11.90,327.00,0
25.40,63.20,10.70,16.00,17.90,2.20,0.93,12.70,560.00,0
25.30,79.40,15.70,21.80,16.30,6.20,1.06,11.10,506.00,0
28.00,74.70,13.80,21.40,18.60,5.50,1.08,10.40,380.00,0
23.70,55.90,27.70,37.20,16.20,2.10,1.03,12.10,307.00,0
46.70,84.20,1.60,26.60,36.50,13.40,3.04,8.00,506.00,3
20.70,66.40,26.30,29.60,23.20,0.80,0.98,14.40,520.00,0
29.00,100.20,69.80,85.00,26.50,17.00,1.95,4.90,641.00,2
40.80,100.70,23.30,39.70,49.30,31.90,2.78,11.20,671.00,3
23.00,82.50,6.60,19.30,21.10,10.30,1.80,6.10,566.00,1
23.90,49.80,3.20,8.90,16.40,7.40,1.00,11.10,237.00,0
38.90,66.50,81.90,105.10,36.10,5.90,3.54,3.20,794.00,3
25.30,50.30,11.50,16.80,23.70,6.70,0.89,10.70,349.00,0
29.80,74.70,34.90,40.70,7.40,3.30,0.94,11.10,369.00,0
32.10,59.40,8.20,13.30,22.80,2.00,1.16,10.20,396.00,0
32.90,56.90,44.20,55.40,19.50,8.50,1.33,9.30,612.00,1
24.60,96.20,114.70,142.10,32.20,17.10,1.95,3.70,677.00,2
25.30,63.90,16.10,24.80,26.60,9.80,1.08,10.10,552.00,0
33.30,51.40,9.60,20.70,20.70,16.00,1.48,5.80,542.00,1
21.30,79.20,28.90,32.90,16.90,3.00,0.98,12.20,372.00,0
38.70,67.00,22.40,41.40,46.90,21.70,2.24,5.70,520.00,3
21.30,47.70,8.00,12.30,21.20,7.00,0.99,10.70,478.00,0
43.20,98.20,6.10,32.90,42.30,19.80,2.26,4.10,797.00,3
28.00,50.90,1.00,6.30,23.00,5.30,0.87,13.20,381.00,0
24.20,69.80,0.40,5.80,20.10,15.80,1.27,7.20,568.00,1
26.00,38.60,16.60,22.70,22.00,2.80,1.22,12.90,389.00,0
23.70,56.60,8.30,24.40,26.60,12.10,1.35,5.40,551.00,1
34.40,87.90,216.90,240.00,50.70,15.30,2.53,4.30,578.00,3
41.40,66.10,15.10,31.60,28.70,19.40,1.65,5.90,776.00,2
46.50,101.40,94.50,122.40,29.80,20.20,3.09,4.10,584.00,3
28.40,75.50,13.10,26.90,20.00,14.10,1.72,5.80,402.00,1
33.00,79.10,3.40,10.90,12.20,5.70,0.98,11.10,213.00,0
31.10,78.80,54.20,63.70,38.30,9.10,1.47,7.60,488.00,1
21.80,59.90,21.00,22.60,23.50,5.20,0.94,10.00,318.00,0
32.00,51.90,43.70,55.70,24.30,12.10,1.41,5.10,461.00,1
38.90,90.00,28.70,41.10,31.60,15.80,1.71,7.10,666.00,2
27.30,61.00,32.30,34.80,21.00,6.90,0.98,10.40,453.00,0
37.30,70.10,4.60,17.80,34.80,12.00,1.73,3.60,609.00,2
39.80,84.80,49.30,69.50,30.40,14.20,2.44,6.40,555.00,3
25.90,54.60,13.60,16.20,20.20,4.50,1.07,10.20,379.00,0
23.40,72.50,12.10,19.80,18.60,4.40,1.01,18.20,578.00,0
34.10,55.00,12.00,30.70,28.30,22.70,1.64,3.40,684.00,2
29.40,62.30,7.40,14.90,25.60,8.20,1.53,11.10,337.00,1
24.50,60.10,5.40,12.50,27.40,5.40,0.98,10.50,476.00,0
29.80,44.00,30.20,31.60,23.90,2.60,0.99,18.60,322.00,0
22.80,72.80,16.80,25.20,23.00,2.10,1.15,10.30,502.00,0
23.50,73.70,2.10,6.00,22.20,3.00,0.86,10.70,200.00,0
34.80,78.30,43.00,56.30,41.70,8.00,1.32,5.70,738.00,2
29.00,80.30,5.40,11.20,19.00,4.60,1.01,10.10,538.00,0
22.50,81.50,2.00,15.30,27.80,14.70,1.75,5.00,492.00,1
34.50,82.10,25.30,40.90,41.40,17.20,2.73,5.00,808.00,3
